,book_authors,book_desc,book_rating,book_title,genres,tag_1,tag_2,tag_3
4467,W. Somerset Maugham,"In Theatre, W. Somerset Maugham–the author of the classic novels Of Human Bondage and Up at the Villa–introduces us to Julia Lambert, a woman of breathtaking poise and talent whose looks have stood by her forty-six years. She is one of the greatest actresses England–so good, in fact, that perhaps she never stops acting.It seems that noting can ruffle her satin feathers, until a quiet stranger who challenges Julia's very sense of self. As a result, she will endure rejection for the first time, her capacity as a mother will be affronted, and her ability to put on whatever face she desired for her public will prove limited. In Theatre, Maugham subtly exposes the tensions and triumphs that occur when acting and reality blend together, and–for Julia–ultimately reverse.",4.14,Theatre,Classics,Classics,Sequential Art,Mystery
4473,Erich Maria Remarque|Denver Lindley,"After two years at the Russian front, Ernst Graeber finally receives three weeks’ leave. But since leaves have been canceled before, he decides not to write his parents, fearing he would just raise their hopes.Then, when Graeber arrives home, he finds his house bombed to ruin and his parents nowhere in sight. Nobody knows if they are dead or alive. As his leave draws to a close, Graeber reaches out to Elisabeth, a childhood friend. Like him, she is imprisoned in a world she did not create. But in a time of war, love seems a world away. And sometimes, temporary comfort can lead to something unexpected and redeeming.",4.37,A Time to Love and a Time to Die,Classics,Mystery,Nonfiction,Fiction
4486,Mark Twain,"""I like Joan of Arc best of all my books; and it is the best; I know it perfectly well. And besides, it furnished me seven times the pleasure afforded me by any of the others; twelve years of preparation, and two years of writing. The others needed no preparation and got none."" --Mark Twain""Mark Twain comes furtively like Nicodemus at night with this tribute to one of God's saints. In doing so he tells a secret about himself. It is as though the man in a white suit and a cloud of cigar smoke thought there just might be a place where people in white robes stand in clouds of incense."" --Fr. George Rutler, Author, The Cure d'Ars Today""Joan of Arc is the lone example that history affords of an actual, real embodiment of all the virtues demonstrated by Huck and Jim and of all that Twain felt to be noble in man, Joan is the ideal toward which mankind strives. Twain had to tell her story because she is the sole concrete argument against the pessimistic doctrines of his deterministic philosophy."" --Robert Wiggins, Mark Twain: Jackleg Novelist",4.06,Joan of Arc,Classics,Historical,Classics,Mystery
4497,A.A. Milne|Ernest H. Shepard,"When We Were Very Young and Now We Are Six complete the four-volume set of deluxe editions of the Milne and Shepard classic works. Like their companions, the Winnie-the-Pooh 80th Anniversary Edition and The House At Pooh Corner, these beautiful books feature full-color artwork on cream-colored stock. The imaginative charm that has made Pooh the world’s most famous bear pervades the pages of Milne’s poetry, and Ernest H. Shepard’s witty and loving illustrations enhance these truly delightful gift editions.",4.37,Now We Are Six,Classics,Classics,Historical,Sequential Art
4519,Laura Ingalls Wilder|Garth Williams,"Growing up on his family's farm in New York, Almanzo Wilder wishes for just one thing--his very own horse. But Father doesn't yet trust him with such a big responsibility. Almanzo needs to prove himself--but how?",4.05,Farmer Boy,Classics,Mystery,Historical,Young Adult
4520,George Eliot|Joanna Trollope|Hugh Osborne,"Adam Bede, the first novel written by George Eliot (the pen name of Mary Ann Evans), was published in 1859. It was published pseudonymously, even though Evans was a well-published and highly respected scholar of her time. The story's plot follows four characters' rural lives in the fictional community of Hayslope—a rural, pastoral and close-knit community in 1799. The novel revolves around a love triangle between beautiful but self-absorbed Hetty Sorrel, Captain Arthur Donnithorne, the young squire who seduces her, Adam Bede, her unacknowledged suitor, and Dinah Morris, Hetty's cousin, a fervent, virtuous and beautiful Methodist lay preacher.",3.78,Adam Bede,Classics,Fiction,Romance,Classics
4534,Louisa May Alcott,"NOTE: Little Women is sometimes published in two volumes, entitled Little Women and Good Wives.Amy looked relieved, but naughty Jo took her at her word, for during the first call she sat with every limb gracefully composed, every fold correctly draped, calm as a summer sea, cool as a snowbank, and as silent as the sphinx. In vain Mrs. Chester alluded to her 'charming novel', and the Misses Chester introduced parties, picnics, the opera, and the fashions. Each and all were answered by a smile, a bow, and a demure ""Yes"" or ""No"" with the chill on.",3.93,Good Wives,Classics,Fiction,Sequential Art,Historical
4603,Machado de Assis,"A classic story of love and jealousy, Dom Casmurro is the story of Bento and his childhood love, Capitu, who overcome their parents' reluctance to marry. But Bento jealously suspects that their son is not his. But beyond this straightforward plot, Machado plays with the reader's expectations and comments on the structure of the story, blurring the line between fiction and reality and appearing very modern.",4.25,Dom Casmurro,Classics,Classics,Fiction,Sequential Art
4620,Ralph Moody,"Ralph was eight years old in 1906 when his family moved from New Hampshire to a Colorado ranch. Through his eyes, the pleasures and perils of ranching in the early twentieth century are experienced... auctions and roundups, family picnics, irrigation wars, tornadoes and wind storms all give authentic color to Little Britches. So do wonderfully told adventures, which equip Ralph to take his father's place when it becomes necessary.Newly republished in a hardcover edition with a 1950s cover, jacket and pictorial endpages. Interior illustrations by Edward Shenton.",4.29,Father and I Were Ranchers,Classics,Historical,Sequential Art,Classics
4624,T.S. Eliot,"The Four Quartets is a series of four poems by T.S. Eliot, published individually from 1936 to 1942, and in book form in 1943; it was considered by Eliot himself to be his finest work. Each of the quartets has five ""movements"" and each is titled by a place name -- BURNT NORTON (1936), EAST COKER (1940), THE DRY SALVAGES (1941), and LITTLE GIDDING (1942). Eliot's insights into the cyclical nature of life are revealed through themes and images woven throughout the four poems. Spiritual, philosophical, and personal themes emerge through symbolic allusions and literary and religious references from both Eastern and Western thought. The work addresses the connections of the personal and historical present and past, spiritual renewal, and the very nature of experience; it is considered the poet's clearest exposition of his Christian beliefs. (The Merriam-Webster Encyclopedia of Literature)",4.37,Four Quartets,Classics,Historical,Mystery,Sequential Art
