,book_authors,book_desc,book_rating,book_title,genres,MISC,LOC,ORG,PER
24102,Ann VanderMeer|Jeff VanderMeer,"Quite possibly the greatest science fiction collection of all time - past, present and future. What if life was neverending? What if you could change your body to adapt to an alien ecology? What if the pope were a robot? Spanning galaxies and millennia, this must-have anthology showcases classic contributions from H. G. Wells, Arthur C. Clarke, Octavia E. Butler, and Kurt Vonnegut, alongside a century of the eccentrics, rebels, and visionaries who have inspired generations of readers. Within its pages, you'll find beloved worlds of space opera, hard SF, cyberpunk, the New Wave, and more. Learn about the secret history of science fiction, from titans of literature who also wrote SF to less well-known authors from more than twenty-five countries, some never before translated into English. In The Big Book of Science Fiction, literary power couple Ann and Jeff VanderMeer transport readers from Mars to Mechanopolis, planet Earth to parts unknown. Immerse yourself in the genre that predicted electric cars, space tourism, and smartphones. Sit back, buckle up, and dial in the coordinates, as this stellar anthology has got worlds within worlds. Including: . Legendary tales from Isaac Asimov and Ursula K. Le Guin. An unearthed sci-fi story from W. E. B. Du Bois. The first publication in twenty years of the work of cybernetic visionary David R. Bunch. A rare and brilliant novella by Chinese international sensation Cixin Liu Plus: . Aliens!. Space battles!. Robots!. Technology gone wrong!. Technology gone right!""",4.25,The Big Book of Science Fiction,Science Fiction,"['New Wave', 'English', 'The Big Book of Science Fiction', 'Earth', 'Chinese']","['Mars', 'Mechanopolis']","['SF', 'Aliens !']","['G. Wells', 'Arthur C. Clarke', 'Octavia E. Butler', 'Kurt Vonnegut', 'Ann', 'Jeff VanderMeer', 'Isaac Asimov', 'Ursula K. Le Guin', 'E. B. Du Bois', 'David R. Bunch', 'Cixin Liu Plus']"
24132,Peter F. Hamilton,"In the far future, humanity has divided into two diametrically opposed groups. The Edenists are genetically engineered space-dwellers with telepathic affinity for their biotechnological homes and ships. The Adamists, effectively the Luddites of the future, are willing to pioneer new worlds, much as their ancestors did hundreds of years ago. The two groups, peopled by fascinating characters, clash on a primitive world called Lalonde, setting in motion a tale of adventure unparalleled in this universe.",4.25,The Reality Dysfunction 1: Emergence,Science Fiction,"['Edenists', 'Adamists', 'Luddites', 'Lalonde']",[],[],[]
24166,Mordecai Roshwald|David Seed,"Level 7 is the diary of Officer X-127, who is assigned to stand guard at the ""Push Buttons,"" a machine devised to activate the atomic destruction of the enemy, in the country’s deepest bomb shelter. Four thousand feet underground, Level 7 has been built to withstand the most devastating attack and to be self-sufficient for five hundred years. Selected according to a psychological profile that assures their willingness to destroy all life on Earth, those who are sent down may never return.    Originally published in 1959, and with over 400,000 copies sold, this powerful dystopian novel remains a horrific vision of where the nuclear arms race may lead, and is an affirmation of human life and love. Level 7 merits comparison to Huxley’s A Brave New World and Orwell’s 1984 and should be considered a must-read by all science fiction fans.",3.91,Level 7,Science Fiction,"['Level 7', 'A Brave New World', 'Orwell']",['Earth'],[],['Huxley']
24194,John Birmingham,"It's World War II and the A-bomb is here to stay. The only question: Who's going to drop it first?The Battle of Midway takes on a whole new dimension with the sudden appearance of a U.S.-led naval task force from the twenty-first century, the result of a botched military experiment. State-of-the-art warships are scattered across the Pacific, armed to the teeth with the latest instruments of mass destruction.Nuclear warheads, rocket-propelled grenades, AK-47s, computer-guided missiles - all bets are off as the major powers of 1942 scramble to be the first to wield the weapons of tomorrow against their enemies. The whole world now knows of the Allied victory in 1945, and the collapse of communism decades later. But that was the first time around.With the benefit of their newly acquired knowledge, Stalin and Hitler rapidly change strategies. A Russian-German ceasefire leaves the Führer free to bring the full weight of his vaunted Nazi war machine down on England, while in the Pacific, Japan launches an invasion of Australia, and Admiral Yamamoto schemes to seize an even greater prize . . . Hawaii.Even in the United States the newcomers from the future are greeted with a combination of enthusiasm and fear. Suspicion leads to hatred and erupts into violence.Suddenly it's a whole new war, with high-tech, high-stakes international manipulations from Tokyo to D.C. to the Kremlin. As the world trembles on the brink of annihilation, Churchill, Stalin, Roosevelt, Hitler, and Tojo confront extreme choices and a future rife with possibilities - all of them apocalyptic.",4.02,Designated Targets,Science Fiction,"['World War II', 'A-bomb', 'Battle of Midway', 'AK-47s', 'Russian-German', 'Nazi']","['U.S.', 'Pacific', 'England', 'Pacific', 'Japan', 'Australia', 'Hawaii.Even', 'United States', 'Tokyo', 'D.C.', 'Kremlin']",['Allied'],"['Stalin', 'Hitler', 'Führer', 'Admiral Yamamoto', 'Churchill', 'Stalin', 'Roosevelt', 'Hitler', 'Tojo']"
24214,Keith Laumer,"WELCOME TO ADAM'S WORLD...When he awakens in a skid row alley, Adam knows nothing. Not who he is, nor where he's from. Money is a mystery. So are women. All he begins his new life with is a will to survive. But he learns fast: first, how to get away; then how not to have to. In the beginning Adam wants to be friends with us. Before he's through he just might run the human race off its feet...",3.68,The Infinite Cage,Science Fiction,"[""ADAM'S""]",[],[],"['Adam', 'Adam']"
24219,C.J. Cherryh,"""One of the best long-running SF series in existence"" (Publishers Weekly) continues with the second novel in a brand-new Foreigner sequence.   The civil war among the alien Atevi has ended. Tabini-aiji, powerful ruler of the Western Association, along with Cajeiri, his son and heir, has returned to the Bujavid, his seat of power. But factions that remain loyal to the opposition are still present, and the danger these rebels pose is far from over.",4.27,Deceiver,Science Fiction,['Foreigner'],['Bujavid'],"['Publishers Weekly', 'Western Association']","['Atevi', 'Tabini-aiji', 'Cajeiri']"
24271,Mark Crilley,"Akiko and her crew–Spuckler Boach, Mr. Beeba, Poog, and Gax–are competing in an intergalactic race from one side of the universe to the other. Along the way they have to make it through the narrow passages of the Labyrinth of Lulla-ma-Waygo, the notorious Almost Black Hole of Luzbert-7, and the deadly Jaws of McVluddapuck. All Akiko wants to do is make it back to Earth in one piece!But when Spuckler discovers that his old rival Bluggamin Streed is also in the race, winning becomes the most important thing. And Akiko quickly finds herself caught up in the competition. Who will go home with the celebrated Centauri Cup?From the Hardcover edition.",4.05,Akiko and the Alpha Centauri 5000,Science Fiction,"['Gax', 'Labyrinth of Lulla-ma-Waygo', 'Almost Black Hole of Luzbert-7', 'Jaws of McVluddapuck', 'Centauri Cup', 'Hardcover']",['Earth'],[],"['Akiko', 'Spuckler Boach', 'Mr. Beeba', 'Poog', 'Akiko', 'Spuckler', 'Bluggamin Streed', 'Akiko']"
24285,Larry Niven,"""This rousing sequel to the classic Ringworld continues the adventures of Louis Wu and Speaker-to-Animals on that fantastic planet.""--School Library Journal",3.87,The Ringworld Engineers,Science Fiction,"['Ringworld', 'Speaker-to-Animals']",[],['School Library Journal'],['Louis Wu']
24292,James Goss|John Barrowman|Eve Myles|Gareth David-Lloyd,"The brewery have called 'time' and it's the last night at The House of the Dead - the most haunted pub in Wales. Barry the barman has invited renowned psychic, Mrs Wintergreen, to hold a special seance to mark the occasion, and there's a big crowd hoping for the chance of seeing their deceased loved ones for one last time. But when Jack arrives on the scene, he's determined to stop them. Ianto is puzzled by Jack's behaviour, and Gwen is suspicious. Why is Jack acting so strangely? Then the ghosts start arriving - and all hell breaks loose.",4.4,Torchwood: The House of the Dead,Science Fiction,[],"['The House of the Dead', 'Wales']",[],"['Barry', 'Wintergreen', 'Jack', 'Ianto', 'Jack', 'Gwen', 'Jack']"
24295,Jules Verne,"Jules Verne, celebrated French author of Twenty Thousand Leagues Under the Sea and Around the World in 80 Days, wrote over 60 novels collected in the popular series Voyages Extraordinaires. A handful of these have never been translated into English, including Invasion of the Sea, written in 1904 when large-scale canal digging was very much a part of the political, economic, and military strategy of the world's imperial powers.Instead of linking two seas, as existing canals (the Suez and the Panama) did, Verne proposed a canal that would create a sea in the heart of the Sahara Desert. The story raises a host of concerns -- environmental, cultural, and political. The proposed sea threatens the nomadic way of life of those Islamic tribes living on the site, and they declare war. The ensuing struggle is finally resolved only by a cataclysmic natural event. This Wesleyan edition features notes, appendices and an introduction by Verne scholar Arthur B. Evans, as well as reproductions of the illustrations from the original French edition.",3.29,Invasion of the Sea,Science Fiction,"['French', 'Twenty Thousand Leagues Under the Sea', 'Around the World', '80 Days', 'Voyages Extraordinaires', 'English', 'Invasion of the Sea', 'Islamic', 'Wesleyan', 'French']","['Suez', 'Panama', 'Sahara Desert']",[],"['Jules Verne', 'Verne', 'Verne', 'Arthur B. Evans']"
